State,District,Year,Quarter,Transaction_count,Transaction_amount
Nagaland,Longleng,2019,q4,3517,7854502.106
Nagaland,Mokokchung,2019,q4,21048,44939725.57
Nagaland,Kiphire,2019,q4,5522,11787954.89
Nagaland,Kohima,2019,q4,58317,160227363.6
Nagaland,Tuensang,2019,q4,11148,25427823.37
Nagaland,Peren,2019,q4,5148,10804065.56
Nagaland,Dimapur,2019,q4,142922,401874104.3
Nagaland,Zunheboto,2019,q4,23374,73875655.64
Nagaland,Wokha,2019,q4,11505,21418632.85
Nagaland,Mon,2020,q1,28668,56777615.99
Nagaland,Phek,2020,q1,13124,24135509.7
Nagaland,Longleng,2020,q1,4576,8570430.18
Nagaland,Mokokchung,2020,q1,22949,46458137.86
Nagaland,Kiphire,2020,q1,8571,15127296.52
Nagaland,Kohima,2020,q1,68246,160485650.6
Nagaland,Tuensang,2020,q1,13234,29281215.25
Nagaland,Peren,2020,q1,6691,10449509.22
Nagaland,Dimapur,2020,q1,185428,497123725.5
Nagaland,Zunheboto,2020,q1,12812,23929943.34
Nagaland,Wokha,2020,q1,13752,22440994.63
Nagaland,Mon,2020,q2,42193,72681549.71
Nagaland,Phek,2020,q2,21862,39562622.89
Nagaland,Longleng,2020,q2,8262,14490014.34
Nagaland,Mokokchung,2020,q2,34034,59551064.18
Nagaland,Kiphire,2020,q2,11097,21770604.47
Nagaland,Kohima,2020,q2,98852,235056409.2
Nagaland,Tuensang,2020,q2,19823,47286166.88
Nagaland,Peren,2020,q2,11337,17709802.03
Nagaland,Dimapur,2020,q2,232533,564581175
Nagaland,Zunheboto,2020,q2,18146,34250745.55
Nagaland,Wokha,2020,q2,19427,30734350.1
Nagaland,Mon,2020,q3,53050,85955858.56
Nagaland,Phek,2020,q3,26004,53114140.44
Nagaland,Longleng,2020,q3,10017,19598582.18
Nagaland,Mokokchung,2020,q3,43164,83590575.73
Nagaland,Kiphire,2020,q3,12462,29101447.58
Nagaland,Kohima,2020,q3,149404,438659891.1
Nagaland,Tuensang,2020,q3,25719,59266466.87
Nagaland,Peren,2020,q3,13958,25258376.2
Nagaland,Dimapur,2020,q3,352179,1122771447
Nagaland,Zunheboto,2020,q3,21556,44845371.93
Nagaland,Wokha,2020,q3,28806,47486985.42
Nagaland,Mon,2020,q4,51806,149055802.8
Nagaland,Phek,2020,q4,28612,75169716.48
Nagaland,Longleng,2020,q4,13202,34760738.48
Nagaland,Mokokchung,2020,q4,48813,129158623.7
Nagaland,Kiphire,2020,q4,12945,38345433.7
Nagaland,Kohima,2020,q4,168861,528950655.3
Nagaland,Tuensang,2020,q4,29583,92512403.56
Nagaland,Peren,2020,q4,14947,37707510.8
Nagaland,Dimapur,2020,q4,422501,1549414048
Nagaland,Zunheboto,2020,q4,23475,60794471.33
Nagaland,Wokha,2020,q4,33080,77215466.14
Nagaland,Mon,2021,q1,43337,148431447.8
Nagaland,Phek,2021,q1,24927,86311391.93
Nagaland,Longleng,2021,q1,12009,34735822.64
Nagaland,Mokokchung,2021,q1,43465,116937738.4
Nagaland,Kiphire,2021,q1,10667,36122629.68
Nagaland,Kohima,2021,q1,209442,611989486.4
Nagaland,Tuensang,2021,q1,23643,84510754.52
Nagaland,Peren,2021,q1,12322,33575965.56
Nagaland,Dimapur,2021,q1,550985,1837044748
Nagaland,Zunheboto,2021,q1,18219,51849616.04
Nagaland,Wokha,2021,q1,26881,65940883.14
Nagaland,Mon,2021,q2,51055,137641683
Nagaland,Phek,2021,q2,31478,98158667.8
Nagaland,Longleng,2021,q2,13528,39521626.84
Nagaland,Mokokchung,2021,q2,63952,152031632.5
Nagaland,Kiphire,2021,q2,12223,43311509.14
Nagaland,Kohima,2021,q2,274137,694940464.6
Nagaland,Tuensang,2021,q2,27199,84823658.15
Nagaland,Peren,2021,q2,15860,42645682.01
Nagaland,Dimapur,2021,q2,585389,1726249195
Nagaland,Zunheboto,2021,q2,21747,54703199.48
Nagaland,Wokha,2021,q2,34223,82266645.13
Nagaland,Mon,2021,q3,56260,185806960.8
Nagaland,Phek,2021,q3,36963,116637883.3
Nagaland,Longleng,2021,q3,14691,44639115.39
Nagaland,Mokokchung,2021,q3,59456,170603111.1
Nagaland,Kiphire,2021,q3,14042,52234088.87
Nagaland,Kohima,2021,q3,335522,874957891.9
Nagaland,Tuensang,2021,q3,30653,109337196
Nagaland,Peren,2021,q3,19756,57076677.28
Nagaland,Dimapur,2021,q3,727702,2201388248
Nagaland,Zunheboto,2021,q3,23265,77798029.1
Nagaland,Wokha,2021,q3,38482,96937646.11
Nagaland,Mon,2021,q4,61436,235277660.3
Nagaland,Phek,2021,q4,44854,152644732.6
Nagaland,Longleng,2021,q4,16341,59818503.45
Nagaland,Mokokchung,2021,q4,64765,206715301.3
Nagaland,Kiphire,2021,q4,16058,54423239.57
Nagaland,Kohima,2021,q4,413753,1056357840
Nagaland,Tuensang,2021,q4,37106,148350887.5
Nagaland,Peren,2021,q4,22569,71109897
Nagaland,Dimapur,2021,q4,886146,2741781160
Nagaland,Zunheboto,2021,q4,25944,81774057.9
Nagaland,Wokha,2021,q4,42511,130830504.9
Nagaland,Mon,2022,q1,66833,240110588.1
Nagaland,Phek,2022,q1,44704,145342038.7
Nagaland,Longleng,2022,q1,17513,56264190.29
Nagaland,Mokokchung,2022,q1,68366,207590215
Nagaland,Kiphire,2022,q1,17406,57722840.11
Nagaland,Kohima,2022,q1,457809,1127446950
Nagaland,Tuensang,2022,q1,40524,151138444.1
Nagaland,Peren,2022,q1,24401,75586065.96
Nagaland,Dimapur,2022,q1,1111352,3258683920
Nagaland,Zunheboto,2022,q1,28736,88839937.41
Nagaland,Wokha,2022,q1,48308,136226519.8
Nagaland,Mon,2022,q2,69381,223341368
Nagaland,Phek,2022,q2,47255,163573534.5
Nagaland,Longleng,2022,q2,17247,53281628.25
Nagaland,Mokokchung,2022,q2,77214,244058058.4
Nagaland,Kiphire,2022,q2,20492,71074150.22
Nagaland,Kohima,2022,q2,308395,886866183.2
Nagaland,Tuensang,2022,q2,45170,164759286.6
Nagaland,Peren,2022,q2,24587,76072297.55
Nagaland,Dimapur,2022,q2,1334969,3611270477
Nagaland,Zunheboto,2022,q2,32898,100740614.9
Nagaland,Wokha,2022,q2,53721,145247750.8
Nagaland,Mon,2022,q3,68148,217924271.3
Nagaland,Phek,2022,q3,45816,151822055.8
Nagaland,Longleng,2022,q3,15346,48028740.5
Nagaland,Mokokchung,2022,q3,81244,249065125.5
Nagaland,Kiphire,2022,q3,19352,63372092.96
Nagaland,Kohima,2022,q3,390575,1084969827
Nagaland,Tuensang,2022,q3,44657,158205190.6
Nagaland,Peren,2022,q3,24443,79886712.62
Nagaland,Dimapur,2022,q3,1094753,3023858206
Nagaland,Zunheboto,2022,q3,30504,94302709.05
Nagaland,Wokha,2022,q3,79275,192965563.7
Nagaland,Mon,2022,q4,76894,266072328.1
Nagaland,Phek,2022,q4,43589,150669221.6
Nagaland,Longleng,2022,q4,17482,54513835.01
Nagaland,Mokokchung,2022,q4,79409,280130670.4
Nagaland,Kiphire,2022,q4,19928,66609982.7
Nagaland,Kohima,2022,q4,396318,1086767702
Nagaland,Tuensang,2022,q4,44176,177953210.3
Nagaland,Peren,2022,q4,24353,76706538.54
Nagaland,Dimapur,2022,q4,1632985,4411217835
Nagaland,Zunheboto,2022,q4,29697,102825390.7
Nagaland,Wokha,2022,q4,111374,296499670.6
Nagaland,Mon,2023,q1,149869,486405792
Nagaland,Phek,2023,q1,79530,255188847
Nagaland,Longleng,2023,q1,35715,115405751
Nagaland,Mokokchung,2023,q1,145142,452314800
Nagaland,Kiphire,2023,q1,36068,110625247
Nagaland,Kohima,2023,q1,453911,1235284779
Nagaland,Tuensang,2023,q1,87808,328452538
Nagaland,Peren,2023,q1,51856,144439545
Nagaland,Dimapur,2023,q1,1475840,4205042331
Nagaland,Zunheboto,2023,q1,63639,195487440
Nagaland,Wokha,2023,q1,106192,285750784
Nagaland,Mon,2023,q2,133673,410071101
Nagaland,Phek,2023,q2,73829,238420851
Nagaland,Longleng,2023,q2,24806,73921018
Nagaland,Mokokchung,2023,q2,141308,427839496
Nagaland,Kiphire,2023,q2,33949,107432144
Nagaland,Kohima,2023,q2,501179,1346997995
Nagaland,Tuensang,2023,q2,76278,274350868
Nagaland,Peren,2023,q2,47839,140403703
Nagaland,Dimapur,2023,q2,1735282,4577151672
Nagaland,Zunheboto,2023,q2,46870,140294277
Nagaland,Wokha,2023,q2,106988,284516185
Odisha,Rayagada,2018,q1,57875,63041849.55
Odisha,Koraput,2018,q1,64106,87612627.38
Odisha,Malkangiri,2018,q1,12181,13922771.65
Odisha,Sambalpur,2018,q1,135539,130860855
Odisha,Kalahandi,2018,q1,101889,56923003.75
Odisha,Anugul,2018,q1,173164,139694643.6
Odisha,Ganjam,2018,q1,399549,379358026.2
Odisha,Jajapur,2018,q1,362382,204373666.3
Odisha,Bargarh,2018,q1,100526,69991391.86
Odisha,Dhenkanal,2018,q1,170704,110743456
Odisha,Bhadrak,2018,q1,279644,187375014.3
Odisha,Nuapada,2018,q1,22483,16219184.75
Odisha,Kendujhar,2018,q1,259941,196242627.6
Odisha,Mayurbhanj,2018,q1,208105,151786389.2
Odisha,Jharsuguda,2018,q1,85127,99628072.57
Odisha,Kandhamal,2018,q1,31647,27561407.79
Odisha,Deogarh,2018,q1,22191,17727797.11
Odisha,Sundargarh,2018,q1,193041,185365810.1
Odisha,Jagatsinghapur,2018,q1,226525,119770991.4
Odisha,Balangir,2018,q1,122127,99039589.99
Odisha,Baleshwar,2018,q1,469068,306223509.1
Odisha,Puri,2018,q1,279071,173702320.3
Odisha,Sonepur,2018,q1,65573,33907648.68
Odisha,Khordha,2018,q1,1013916,1064565482
Odisha,Boudh,2018,q1,23736,20293882.5
Odisha,Gajapati,2018,q1,27344,28674112.96
Odisha,Nayagarh,2018,q1,195162,109752751.4
Odisha,Nabarangpur,2018,q1,29925,32425549.03
Odisha,Kendrapara,2018,q1,189692,109453626.9
Odisha,Cuttack,2018,q1,487588,391394151.6
Odisha,Rayagada,2018,q2,78405,133934305.1
Odisha,Koraput,2018,q2,97339,163322730
Odisha,Malkangiri,2018,q2,18334,31113526.61
Odisha,Sambalpur,2018,q2,183165,243114979.8
Odisha,Kalahandi,2018,q2,127537,110202063.3
Odisha,Anugul,2018,q2,239863,251270632.8
Odisha,Ganjam,2018,q2,516556,659317553.1
Odisha,Jajapur,2018,q2,516443,374915596.4
Odisha,Bargarh,2018,q2,148693,142274687.8
Odisha,Dhenkanal,2018,q2,250503,196983337.3
Odisha,Bhadrak,2018,q2,401149,370601551.2
Odisha,Nuapada,2018,q2,28460,31977887.61
Odisha,Kendujhar,2018,q2,354756,396095823
Odisha,Mayurbhanj,2018,q2,309322,308804358.7
Odisha,Jharsuguda,2018,q2,122539,200645039.8
Odisha,Kandhamal,2018,q2,42540,53127566.03
Odisha,Deogarh,2018,q2,27938,25744655.73
Odisha,Sundargarh,2018,q2,261219,347365611.3
Odisha,Jagatsinghapur,2018,q2,352035,213321220.3
Odisha,Balangir,2018,q2,184848,225892711.3
Odisha,Baleshwar,2018,q2,711772,628176565.9
Odisha,Puri,2018,q2,399081,317753882.2
Odisha,Sonepur,2018,q2,100367,72953023
Odisha,Khordha,2018,q2,1344202,1738879067
Odisha,Boudh,2018,q2,35158,30803139.08
Odisha,Gajapati,2018,q2,34342,53091301.98
Odisha,Nayagarh,2018,q2,271194,186571949
Odisha,Nabarangpur,2018,q2,42799,70788054.16
Odisha,Kendrapara,2018,q2,253791,205735327.5
Odisha,Cuttack,2018,q2,703794,703532192.7
Odisha,Rayagada,2018,q3,153782,221366403.5
Odisha,Koraput,2018,q3,190128,309493417.8
Odisha,Malkangiri,2018,q3,33813,66126775.36
Odisha,Sambalpur,2018,q3,516882,509785806.7
Odisha,Kalahandi,2018,q3,317849,275641643.3
Odisha,Anugul,2018,q3,788980,629540966.2
Odisha,Ganjam,2018,q3,1634313,1488758261
Odisha,Jajapur,2018,q3,1897103,1217205291
Odisha,Bargarh,2018,q3,475249,355106412.2
Odisha,Dhenkanal,2018,q3,1546536,893325822.9
Odisha,Bhadrak,2018,q3,1431437,1105939241
Odisha,Nuapada,2018,q3,71512,88353387.44
Odisha,Kendujhar,2018,q3,1247010,1007991208
Odisha,Mayurbhanj,2018,q3,1007920,778424664.2
Odisha,Jharsuguda,2018,q3,295910,500399018
Odisha,Kandhamal,2018,q3,86499,102126788.9
Odisha,Deogarh,2018,q3,79892,62546408.54
Odisha,Sundargarh,2018,q3,607564,679466472.4
Odisha,Jagatsinghapur,2018,q3,914194,602444546.9
Odisha,Balangir,2018,q3,398755,451445683.5
Odisha,Baleshwar,2018,q3,3746440,2480538495
Odisha,Puri,2018,q3,1434318,948651181.6
Odisha,Sonepur,2018,q3,430291,286967512.3
Odisha,Khordha,2018,q3,5333443,4389717267
Odisha,Boudh,2018,q3,142876,101294236.1
Odisha,Gajapati,2018,q3,88201,99259597.45
Odisha,Nayagarh,2018,q3,1140437,672431075.2
Odisha,Nabarangpur,2018,q3,74791,131705572.3
Odisha,Kendrapara,2018,q3,940408,590088339.5
Odisha,Cuttack,2018,q3,3025622,2048374280
Odisha,Rayagada,2018,q4,210620,375733700.1
Odisha,Koraput,2018,q4,217814,450336283.9
Odisha,Malkangiri,2018,q4,48825,111333626.4
Odisha,Sambalpur,2018,q4,496780,656698191.8
Odisha,Kalahandi,2018,q4,319594,366703031.8
Odisha,Anugul,2018,q4,603596,741924970.1
Odisha,Ganjam,2018,q4,1402146,1733900622
Odisha,Jajapur,2018,q4,1228698,1110622397
Odisha,Bargarh,2018,q4,368823,397273620.2
Odisha,Dhenkanal,2018,q4,736715,606485615.3
Odisha,Bhadrak,2018,q4,1048520,1040836292
Odisha,Nuapada,2018,q4,83272,129383879.7
Odisha,Kendujhar,2018,q4,774382,951193274.9
Odisha,Mayurbhanj,2018,q4,671390,709208197
Odisha,Jharsuguda,2018,q4,361836,635778677.8
Odisha,Kandhamal,2018,q4,105832,170201069.8
Odisha,Deogarh,2018,q4,78808,79524192.4
Odisha,Sundargarh,2018,q4,620461,942930576.3
Odisha,Jagatsinghapur,2018,q4,729403,588561101.6
Odisha,Balangir,2018,q4,369543,559763676.4
Odisha,Baleshwar,2018,q4,1996845,1819634444
Odisha,Puri,2018,q4,1076748,919852799.5
Odisha,Sonepur,2018,q4,238162,248817917.2
Odisha,Khordha,2018,q4,4036038,4756776454
Odisha,Boudh,2018,q4,112170,116282926.3
Odisha,Gajapati,2018,q4,87088,135906778.3
Odisha,Nayagarh,2018,q4,568477,432441659
Odisha,Nabarangpur,2018,q4,90414,185807459.3
Odisha,Kendrapara,2018,q4,636115,555486338.2
Odisha,Cuttack,2018,q4,1823683,1900469800
Odisha,Rayagada,2019,q1,340244,595120420.4
Odisha,Koraput,2019,q1,316520,630823035.8
Odisha,Malkangiri,2019,q1,70405,160691430.8
Odisha,Sambalpur,2019,q1,895013,918259581.1
Odisha,Kalahandi,2019,q1,431549,586265031.5
Odisha,Anugul,2019,q1,1023176,1083105252
Odisha,Ganjam,2019,q1,2226839,2660856143
Odisha,Jajapur,2019,q1,2005354,1597716033
Odisha,Bargarh,2019,q1,461241,528962055.1
Odisha,Dhenkanal,2019,q1,1112474,855542150.6
Odisha,Bhadrak,2019,q1,1224209,1137735927
Odisha,Nuapada,2019,q1,108374,179419439
Odisha,Kendujhar,2019,q1,1099272,1219690307
Odisha,Mayurbhanj,2019,q1,839604,818274530.2
Odisha,Jharsuguda,2019,q1,564885,714563396
Odisha,Kandhamal,2019,q1,162039,223691661.6
Odisha,Deogarh,2019,q1,115802,116546935.5
Odisha,Sundargarh,2019,q1,923180,1246173001
Odisha,Jagatsinghapur,2019,q1,1002784,836101925.5
Odisha,Balangir,2019,q1,508744,735304021.9
Odisha,Baleshwar,2019,q1,2052883,1780121523
Odisha,Puri,2019,q1,1300890,1292024780
Odisha,Sonepur,2019,q1,280808,316438049.5
Odisha,Khordha,2019,q1,9928652,10292381464
Odisha,Boudh,2019,q1,172499,182312483.2
Odisha,Gajapati,2019,q1,167455,244816781.8
Odisha,Nayagarh,2019,q1,755115,600356133.5
Odisha,Nabarangpur,2019,q1,144603,281842707.2
Odisha,Kendrapara,2019,q1,953388,845608921.8
Odisha,Cuttack,2019,q1,2843941,2746382808
Odisha,Rayagada,2019,q2,280709,656526617.8
Odisha,Koraput,2019,q2,264946,697680672.1
Odisha,Malkangiri,2019,q2,63662,163577949
Odisha,Sambalpur,2019,q2,555196,876350025.9
Odisha,Kalahandi,2019,q2,313155,566971135.6
Odisha,Anugul,2019,q2,656270,1100526634
Odisha,Ganjam,2019,q2,1557000,2952122343
Odisha,Jajapur,2019,q2,1116157,1615320702
Odisha,Bargarh,2019,q2,307078,521508061.5
Odisha,Dhenkanal,2019,q2,599263,794892139.9
Odisha,Bhadrak,2019,q2,793895,1136520160
Odisha,Nuapada,2019,q2,85666,183804523.5
Odisha,Kendujhar,2019,q2,778337,1270398763
Odisha,Mayurbhanj,2019,q2,579915,822899499
Odisha,Jharsuguda,2019,q2,379831,720310010.8
Odisha,Kandhamal,2019,q2,122464,238768483.2
Odisha,Deogarh,2019,q2,72026,116813754.2
Odisha,Sundargarh,2019,q2,769791,1356881694
Odisha,Jagatsinghapur,2019,q2,575539,819445698.6
Odisha,Balangir,2019,q2,347205,692317084.1
Odisha,Baleshwar,2019,q2,1260994,1740194784
Odisha,Puri,2019,q2,808325,1052200875
Odisha,Sonepur,2019,q2,177313,309467845.2
Odisha,Khordha,2019,q2,13339889,19006076643
Odisha,Boudh,2019,q2,104159,155807378.1
Odisha,Gajapati,2019,q2,135005,282761898.2
Odisha,Nayagarh,2019,q2,478845,591354095.9
Odisha,Nabarangpur,2019,q2,111246,270059798.7
Odisha,Kendrapara,2019,q2,588898,847545177.3
Odisha,Cuttack,2019,q2,2289245,3195750424
Odisha,Rayagada,2019,q3,376394,767666276.7
Odisha,Koraput,2019,q3,353450,819578530.5
Odisha,Malkangiri,2019,q3,89976,196389556
Odisha,Sambalpur,2019,q3,753215,1086288717
Odisha,Kalahandi,2019,q3,409951,705204074.2
Odisha,Anugul,2019,q3,916878,1372415071
Odisha,Ganjam,2019,q3,1689894,3154919760
Odisha,Jajapur,2019,q3,1763488,2029201893
Odisha,Bargarh,2019,q3,399644,634553845.4
Odisha,Dhenkanal,2019,q3,798967,949131450.4
Odisha,Bhadrak,2019,q3,1061299,1329983573
Odisha,Nuapada,2019,q3,109425,218116599.9
Odisha,Kendujhar,2019,q3,1226918,1617148719
Odisha,Mayurbhanj,2019,q3,694198,923239649.3
Odisha,Jharsuguda,2019,q3,471902,850967438.7
Odisha,Kandhamal,2019,q3,153216,281375741.3
Odisha,Deogarh,2019,q3,80214,128900414.4
Odisha,Sundargarh,2019,q3,1085480,1653794140
Odisha,Jagatsinghapur,2019,q3,851671,1026487176
Odisha,Balangir,2019,q3,449364,855603215.9
Odisha,Baleshwar,2019,q3,1845986,2136997579
Odisha,Puri,2019,q3,1500762,1624951778
Odisha,Sonepur,2019,q3,264052,362861784.2
Odisha,Khordha,2019,q3,18364742,25509656902
Odisha,Boudh,2019,q3,163537,197907021.9
Odisha,Gajapati,2019,q3,177790,305317973.4
Odisha,Nayagarh,2019,q3,634614,719659519
Odisha,Nabarangpur,2019,q3,154122,326011025.2
Odisha,Kendrapara,2019,q3,734359,980897393.1
Odisha,Cuttack,2019,q3,3846764,4539350541
Odisha,Rayagada,2019,q4,550178,1109322133
Odisha,Koraput,2019,q4,494293,1209747441
Odisha,Malkangiri,2019,q4,133235,322448354.4
Odisha,Sambalpur,2019,q4,1116191,1490849496
Odisha,Kalahandi,2019,q4,639494,1028034741
Odisha,Anugul,2019,q4,1366993,1943880256
Odisha,Ganjam,2019,q4,2682447,4526321216
Odisha,Jajapur,2019,q4,2717947,2951249576
Odisha,Bargarh,2019,q4,713094,951985689.6
Odisha,Dhenkanal,2019,q4,1550560,1418903994
Odisha,Bhadrak,2019,q4,1978353,1972793937
Odisha,Nuapada,2019,q4,167314,340951304.8
Odisha,Kendujhar,2019,q4,2031166,2048009648
Odisha,Mayurbhanj,2019,q4,1161522,1247673918
Odisha,Jharsuguda,2019,q4,652637,1157694299
Odisha,Kandhamal,2019,q4,233830,413746856.4
Odisha,Deogarh,2019,q4,129619,186540867.9
Odisha,Sundargarh,2019,q4,1500297,2290633493
Odisha,Jagatsinghapur,2019,q4,1335182,1488084640
Odisha,Balangir,2019,q4,687750,1280487372
Odisha,Baleshwar,2019,q4,3904913,2998071243
Odisha,Puri,2019,q4,2203098,2409106457
Odisha,Sonepur,2019,q4,496342,541430418.2
Odisha,Khordha,2019,q4,27477393,34227232122
Odisha,Boudh,2019,q4,254637,312738553.1
Odisha,Gajapati,2019,q4,251711,458723675.8
Odisha,Nayagarh,2019,q4,1216377,1112909587
Odisha,Nabarangpur,2019,q4,225429,577013731.8
Odisha,Kendrapara,2019,q4,1340023,1483548006
Odisha,Cuttack,2019,q4,5783608,6269240607
Odisha,Rayagada,2020,q1,663128,1477428119
Odisha,Koraput,2020,q1,592534,1499069454
Odisha,Malkangiri,2020,q1,181586,470844271.2
Odisha,Sambalpur,2020,q1,1113759,1737396144
Odisha,Kalahandi,2020,q1,664969,1321645511
Odisha,Anugul,2020,q1,1176601,2199325035
Odisha,Ganjam,2020,q1,2622872,5351713625
Odisha,Jajapur,2020,q1,2166952,3390103391
Odisha,Bargarh,2020,q1,589393,1108945715
Odisha,Dhenkanal,2020,q1,1043514,1661118753
Odisha,Bhadrak,2020,q1,1450538,2346314618
Odisha,Nuapada,2020,q1,185560,449826625.3
Odisha,Kendujhar,2020,q1,1413416,2398684450
Odisha,Mayurbhanj,2020,q1,1016860,1482459557
Odisha,Jharsuguda,2020,q1,700840,1269976277
Odisha,Kandhamal,2020,q1,243339,464298902.2
Odisha,Deogarh,2020,q1,124611,248576105.9
Odisha,Sundargarh,2020,q1,1644012,2694884104
Odisha,Jagatsinghapur,2020,q1,1127051,1771679500
Odisha,Balangir,2020,q1,683817,1531878719
Odisha,Baleshwar,2020,q1,2303973,3252830643
Odisha,Puri,2020,q1,1788019,2673428317
Odisha,Sonepur,2020,q1,322992,678233299.6
Odisha,Khordha,2020,q1,23152370,39755139239
Odisha,Boudh,2020,q1,195704,417335078.5
Odisha,Gajapati,2020,q1,313975,639923543
Odisha,Nayagarh,2020,q1,808455,1259172559
Odisha,Nabarangpur,2020,q1,284539,787100587.4
Odisha,Kendrapara,2020,q1,1082408,1775004060
Odisha,Cuttack,2020,q1,4024520,5842461997
Odisha,Rayagada,2020,q2,729797,1650075972
Odisha,Koraput,2020,q2,701471,1684147260
Odisha,Malkangiri,2020,q2,237062,505736982.4
Odisha,Sambalpur,2020,q2,1027708,1711599707
Odisha,Kalahandi,2020,q2,809132,1488536210
Odisha,Anugul,2020,q2,1343647,2479132334
Odisha,Ganjam,2020,q2,2890005,5465974236
Odisha,Jajapur,2020,q2,2289121,3594755068
Odisha,Bargarh,2020,q2,691248,1303406945
Odisha,Dhenkanal,2020,q2,1131904,1842085944
Odisha,Bhadrak,2020,q2,1596539,2600823926
Odisha,Nuapada,2020,q2,242495,513555457.6
Odisha,Kendujhar,2020,q2,1613148,2773560565
Odisha,Mayurbhanj,2020,q2,1179036,1742769227
Odisha,Jharsuguda,2020,q2,827189,1432120074
Odisha,Kandhamal,2020,q2,352412,637452864.5
Odisha,Deogarh,2020,q2,159575,292751431
Odisha,Sundargarh,2020,q2,1703737,2767383295
Odisha,Jagatsinghapur,2020,q2,1319261,2052533022
Odisha,Balangir,2020,q2,810788,1606404798
Odisha,Baleshwar,2020,q2,2140956,3546636202
Odisha,Puri,2020,q2,1909766,2861457531
Odisha,Sonepur,2020,q2,340991,726143281
Odisha,Khordha,2020,q2,16842715,34814877058
Odisha,Boudh,2020,q2,215816,477555378.4
Odisha,Gajapati,2020,q2,338142,705704082.3
Odisha,Nayagarh,2020,q2,937866,1462497686
Odisha,Nabarangpur,2020,q2,349727,831289714.1
Odisha,Kendrapara,2020,q2,1332607,2031155809
Odisha,Cuttack,2020,q2,3964715,6130914551
Odisha,Rayagada,2020,q3,940395,2171461863
Odisha,Koraput,2020,q3,892903,2239193172
Odisha,Malkangiri,2020,q3,279070,656924030.3
Odisha,Sambalpur,2020,q3,1337354,2335225267
Odisha,Kalahandi,2020,q3,963695,1807514657
Odisha,Anugul,2020,q3,1744600,3343482976
Odisha,Ganjam,2020,q3,3839868,7953863605
Odisha,Jajapur,2020,q3,2999596,5158572435
Odisha,Bargarh,2020,q3,830854,1694097975
Odisha,Dhenkanal,2020,q3,1383673,2367632361
Odisha,Bhadrak,2020,q3,2028722,3426773015
Odisha,Nuapada,2020,q3,274431,614356415.9
Odisha,Kendujhar,2020,q3,2057809,3776890615
Odisha,Mayurbhanj,2020,q3,1442159,2333381597
Odisha,Jharsuguda,2020,q3,1058263,1905020609
Odisha,Kandhamal,2020,q3,642484,1335599298
Odisha,Deogarh,2020,q3,183525,361669508.8
Odisha,Sundargarh,2020,q3,2196403,3933817517
Odisha,Jagatsinghapur,2020,q3,1718846,2892836563
Odisha,Balangir,2020,q3,985190,2034115763
Odisha,Baleshwar,2020,q3,2923704,5216210715
Odisha,Puri,2020,q3,2508367,3947100295
Odisha,Sonepur,2020,q3,381251,809172723.1
Odisha,Khordha,2020,q3,23387123,44638448274
Odisha,Boudh,2020,q3,254628,545058074.1
Odisha,Gajapati,2020,q3,438029,1022242584
Odisha,Nayagarh,2020,q3,1150471,1872504495
Odisha,Nabarangpur,2020,q3,410817,953944775.8
